,details,Etat,Marque,Prix,Adresse,Image_link
1302,"<h1 class=""listing-item__header"">
    Ordinateur Hp Core i5 Promo fin d'année
</h1>",Réconditionné,HP,149 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61d700a50aa317327b47a25a5650532c/-/horizon-files-prod/ed/picture/qzvpqq88/7030bf5ff8f04f9e1dbbc9e7a47c3deb47547019.jpg
1303,"<h1 class=""listing-item__header"">
    Dell 7420
</h1>",Neuf,Dell,235 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a10e00339e140d7ed2dcd810d96fdd1c/-/horizon-files-prod/ed/picture/q6xd222v/1d2b6e5013773d68a4459f45f7f5a42a8e95d5dd.jpg
1304,"<h1 class=""listing-item__header"">
    Dell latitude e 4370
</h1>",Venant,Dell,120 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03d2066c7b53fca9fdd1c6ebb3fd4724/-/horizon-files-prod/ed/picture/q78wdddg/5e4805628d028c47caec88627fc816a8397ae93e.jpg
1305,"<h1 class=""listing-item__header"">
    MACBOOK PRO RETINA 2014 | i5 | 13''
</h1>",Venant,Apple,200 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e0d77ab4acaa93718a2f1e0a7ed121e/-/horizon-files-prod/ed/picture/q6xkpndz/69fff9d81c5b2fc72b591d9b69178ecf4670d796.jpg
1306,"<h1 class=""listing-item__header"">
    Dell latitude e 7410
</h1>",Neuf,Dell,235 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a543b5e153e8bbdcb8b9094e3cd11f92/-/horizon-files-prod/ed/picture/qwep9950/67e3e1783bd6533ec3a08100c0ac6acf1b6df282.jpg
1307,"<h1 class=""listing-item__header"">
    𝗛𝗣 𝗘𝗡𝗩𝗬 𝗫𝟯𝟲𝟬 | 𝗔𝗠𝗗 𝗥𝗬𝗭𝗘𝗡 | 𝟭𝟱𝗠
</h1>",Venant,HP,225 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d8ac1678ce9a139de571b7bfdc122b07/-/horizon-files-prod/ed/picture/q0g7nd2w/c9d24b22ad2b74bf881977ef87a91b3d850c885a.jpg
1308,"<h1 class=""listing-item__header"">
    𝗗𝗘𝗟𝗟 𝗟𝗔𝗧𝗜𝗧𝗨𝗗𝗘 𝟱𝟰𝟬𝟬 | 𝗖𝗢𝗥𝗘 𝗜𝟱 | 𝟴𝗚𝗲𝗻 | 𝗧𝗔𝗖𝗧𝗜𝗟𝗘
</h1>",Venant,Dell,175 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/103082c72cf69148e0fb3ce4daabaa5f/-/horizon-files-prod/ed/picture/q8v4k8j4/3cceec7eb290f473e26c271c884e58b7f0104124.jpg
1309,"<h1 class=""listing-item__header"">
    Hp x360 Ram 16Go ssd 512Go
</h1>",Neuf,HP,300 000 ,Almadies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fdd9b51869006ab113b7aa134181f809/-/horizon-files-prod/ed/picture/qrz8kkjn/efcdc44f3746c3e13cc8868044ed9f5dc517a5bc.jpg
1310,"<h1 class=""listing-item__header"">
    HP Laptop 15s Core i5 de 12ème génération
</h1>",Neuf,HP,280 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ebd78ac941ab01e41183c233e5e1d91/-/horizon-files-prod/ed/picture/qq42kk57/9653a479c3ad37239d87c0a2449a8a27fa015b04.jpg
1311,"<h1 class=""listing-item__header"">
    MacBook Pro M3 Pro chip 12‑core CPU, 36GB Ram, 1TB SSD,
</h1>",Neuf,Apple,1 450 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/133453d9931edfa100baeb0bfe45a942/-/horizon-files-prod/ed/picture/q2j0d96k/03fdaf067a1f175fd3004ff9d837c79f12f7c176.jpg
1312,"<h1 class=""listing-item__header"">
    HP Elitebook 860 G10 cor i7 de 13th gen
</h1>",Neuf,HP,650 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/991435448c50e83946860b3757f98c5e/-/horizon-files-prod/ed/picture/q9mjnj85/a0c56009d311a8d4dda61464cd635fa1af1c7f30.jpg
1313,"<h1 class=""listing-item__header"">
    HP840 G3 core i5 6th
</h1>",Neuf,HP,150 000 ,Amitié,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a876ccdc9b8cc9696c2f8eeed0bf47c9/-/horizon-files-prod/ed/picture/q9mjk75n/235b8029461d1316134d14947b19fcd36ef65517.jpg
1314,"<h1 class=""listing-item__header"">
    MacBook Air m3 2024
</h1>",Venant,Apple,700 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ad11c5fbd1f3c4c1975c1426eb55856/-/horizon-files-prod/ed/picture/q44n2qe8/9989fdbcdee1f49fed225f83c5e388ccc60eb17e.jpg
1315,"<h1 class=""listing-item__header"">
    MacBook Air M1
</h1>",Neuf,Apple,450 000 ,Zone de captage,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4539e907f6360a2c5f86f387e9a020ed/-/horizon-files-prod/ed/picture/qq42k8p4/e854ba57a60f6038dd2c899fe82f46f42f4888dc.jpg
1316,"<h1 class=""listing-item__header"">
    MSI gaming 15 i5 16GB SSD 512 rtx 3050 4GB
</h1>",Neuf,MSI,499 000 ,Fenêtre mermoz,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a16d6e6e707efc4af4a7b4ec89aa8598/-/horizon-files-prod/ed/picture/q6xdmp2p/28c566cf76736ae1243f4fcd4ea9243acfbfe726.png
1317,"<h1 class=""listing-item__header"">
    DELL7480
</h1>",Réconditionné,Dell,140 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f01bb185826e053912604d1132c16c6/-/horizon-files-prod/ed/picture/qkr8dvnj/d3d7c5b74e8646f1d18f9d42632bbda305967817.jpg
1318,"<h1 class=""listing-item__header"">
    Macbook Pro 13"" M2 2022 512/16
</h1>",Venant,Apple,635 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1abb151ec94607ead275ace87520abe/-/horizon-files-prod/ed/picture/qrz8k4em/f61c0eeefb6111764b8e912e833aa738209e490a.jpg
1319,"<h1 class=""listing-item__header"">
    Acer nitro 5 Gtx 1650 4Go DDR6
</h1>",Venant,Acer,350 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6078f300569ebcaac66a5e40b0c7d8da/-/horizon-files-prod/ed/picture/q8v42x7x/34dd89f526ac4dd05ec5d417d425e066b5590cff.jpg
1320,"<h1 class=""listing-item__header"">
    Lenovo Thinkpad X1 Carbon Gen11 i7/1To/32 13Th Gen
</h1>",Neuf,Lenovo,750 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/33b3c894bc0b2778411b3ddf128a52f8/-/horizon-files-prod/ed/picture/q9mj26d7/ca52533940eba0125036c8a7684970b49f2dd492.jpg
1321,"<h1 class=""listing-item__header"">
    MacBook Pro 2015
</h1>",Venant,Apple,170 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce94f698dd0a549c4b831f1d4799cb23/-/horizon-files-prod/ed/picture/q44n2qpm/d8f6438edc179032b6609c8a8cceb259c21ccae6.jpg
1322,"<h1 class=""listing-item__header"">
    Lenovo L470 i5 7th ram 8
</h1>",Venant,Lenovo,145 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/99c711c616a453edbc839c24f395b2c7/-/horizon-files-prod/ed/picture/qke2e0m/fe1ddc52ef5c38f60968791463d6af8e5bbf4ba6.jpg
1323,"<h1 class=""listing-item__header"">
    MacBook Pro Touchbar Corei7 512/16
</h1>",Neuf,Apple,400 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/155ce1966428d815aee0cd57e26e26ce/-/horizon-files-prod/ed/picture/q0g7x076/1cc8be946e823ceb2ee68cdf64e5ea311df7f76e.jpg
1324,"<h1 class=""listing-item__header"">
    Lenevo Thinkpad T14 Gen4 i7/32/512 13Th Gen
</h1>",Neuf,Lenovo,650 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/874997581f3b2d9b3a5da11374024706/-/horizon-files-prod/ed/picture/q56d28dg/c6898f8133cb6019bd203822cb3983caad1b8ef1.jpg
1325,"<h1 class=""listing-item__header"">
    Promo☄️Hp EliteBook 840 Corei5
</h1>",Neuf,HP,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/09db7ddf91b14c49b7526445e2ddc8fa/-/horizon-files-prod/ed/picture/qpdm5qm0/7050eb4ccfe74904760dea7441b0c64ccd8e4e70.jpg
1326,"<h1 class=""listing-item__header"">
    Lonovo t490 i5/512Go/16Go
</h1>",Venant,Lenovo,190 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc2fa4169530c8e7cd758c57f7b99c21/-/horizon-files-prod/ed/picture/qkr8d048/d661f8429c32d7b9e3feb150c6de08deaa255c19.png
1327,"<h1 class=""listing-item__header"">
    DELL Précision 5540 Cor i7 ""GAMER""
</h1>",Neuf,Dell,350 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30f86e74ae7d13186558449e50163570/-/horizon-files-prod/ed/picture/qrz84p9j/af3ef8a67945f9da9e66537658704252b80f8b7b.jpg
1328,"<h1 class=""listing-item__header"">
    DELL Inspiron 3580 Cor i5 ""GAMER""
</h1>",Venant,Dell,175 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fab1ebcae037faee887f67fbc897d5de/-/horizon-files-prod/ed/picture/q2j0ne6v/74398b59e6a346156b5a9a651df06c2493d8687e.jpg
1329,"<h1 class=""listing-item__header"">
    DELL Latitude 3410 Cor i5 Tactile
</h1>",Neuf,Dell,200 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eeae11264eb1d1c53eecafdec819f6f6/-/horizon-files-prod/ed/picture/q56d257e/ef45634304827e082df489a1b52ac08d4d52a68b.jpg
1330,"<h1 class=""listing-item__header"">
    Ordinateur Hp core i5 Neuf
</h1>",Neuf,HP,380 000 ,Gibraltar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2aaf109ca1afb5d833c6a9d40717c968/-/horizon-files-prod/ed/picture/qrz8k0kj/f39e35ddda04051ce1966806ef093e631078c2db.jpg
1331,"<h1 class=""listing-item__header"">
    MACBOOK PRO 2024 M3 PRO 14.2 POUCES
</h1>",Neuf,Apple,1 350 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b42432a581e70c2ad2ddf213dd1cce34/-/horizon-files-prod/ed/picture/qm5g6p06/5b71e8ebbe8ba4a2d4870f262e462df397a06533.jpg
1332,"<h1 class=""listing-item__header"">
    Lenovo thinkpad P14s Gen4 Core i7 13e Gen
</h1>",Neuf,Lenovo,520 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/239d19a1d451330e882db7f9a7f4e5be/-/horizon-files-prod/ed/picture/q2j02dnv/8d225caed19617d9945a9dd38ae6d9e34fa058e3.jpg
1333,"<h1 class=""listing-item__header"">
    bureau dell i7 disk 1tb ram 8gb ecran 27pouces
</h1>",D'occasion,Dell,100 000 ,Keur Massar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e2f1b1f6adf4a48e2f1ed8e6a49deb2/-/horizon-files-prod/ed/picture/q9mjdvz6/2cef90b3b19fe38b5ea9a9c191a127dc8610d8f8.jpg
1334,"<h1 class=""listing-item__header"">
    Mac air 2017
</h1>",Neuf,Apple,170 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab6d5a0b9d2bde277a98429f30ee3f3e/-/horizon-files-prod/ed/picture/qkr8dq7m/2b12ad13f38aa04b7d5743a1ef350a8ae5e82d66.jpg
1335,"<h1 class=""listing-item__header"">
    MSI GS66 Stealth 🥷 intel core i7 10th gen processor 2.60Ghz
</h1>",Venant,MSI,570 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4005694435fdce74dab211b7be6a1d5d/-/horizon-files-prod/ed/picture/q0g7xz2m/0fc0f30b22d2fa3f753ddc2463375e55f9b65590.jpg
1336,"<h1 class=""listing-item__header"">
    Acer Nitro 16 RTX 4060 2024
</h1>",Neuf,Acer,750 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e5cd61f3ce118d6af8416e58bcbd3a0/-/horizon-files-prod/ed/picture/qzvp6mdd/3e253d644cab142b864e775f3d3e9b69a196f8f4.jpg
1337,"<h1 class=""listing-item__header"">
    Surface Pro 11 Edition ur Snapdragon X Elite
</h1>",Neuf,Microsoft Surface,1 400 000 ,Zone de captage,https://i.roamcdn.net/hz/ed/listing-thumb-543w/47a6098b2e463033fa1bc2fcc2f065eb/-/horizon-files-prod/ed/picture/qxjpnzjw/92f1c416f971fcd4b90fc3d44034768c987954c0.jpg
1338,"<h1 class=""listing-item__header"">
    PC GAMER ARCHITECTE PRO🥇
</h1>",Neuf,ASUS,2 500 000 ,Liberte 5,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0149d29cfe7b47157682497dd8d39240/-/horizon-files-prod/ed/picture/q8v42d04/32f4e79dc14a03a19da603ba7bd9ae804a9c53ac.jpg
1339,"<h1 class=""listing-item__header"">
    MacBook Pro Fin 2011
</h1>",Venant,Apple,180 000 ,Mamelles,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22bff5f6cac2620b4b16bd2fbd8940b8/-/horizon-files-prod/ed/picture/qenvmdxx/8be1db347bf94aeed1eb1b38f1ae1e94c2e351e0.jpg
1340,"<h1 class=""listing-item__header"">
    MacBook Air 15 Pouces M3 16GB 512 SSD 2024
</h1>",Neuf,Apple,1 100 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2368df25b2f8f742337f4c19b0f6bcaf/-/horizon-files-prod/ed/picture/qj4qd2nv/9659b7d6491173cdec3a4b0bd5404cfc92fa983e.jpg
1341,"<h1 class=""listing-item__header"">
    MACBOOK AIR 2024 13 POUCES AVEC PACK AIRTAG NEUF
</h1>",Neuf,Apple,800 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/73cd2c12b9ee075d5fe68ebb2640d581/-/horizon-files-prod/ed/picture/q78wd9ex/ef5123814d31a5cb40d079b5a0c6e964a90976a2.jpg
1342,"<h1 class=""listing-item__header"">
    DELL LATITUDE 7350
</h1>",Venant,Dell,115 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2415e15032858ed928e40664c42eb8f0/-/horizon-files-prod/ed/picture/q2j02jgp/1ada7d27d7ae1e4f93d7e676c2ee24040ae487e1.jpg
1343,"<h1 class=""listing-item__header"">
    Dell All-in-One 7460 cor i5 de 8th gen
</h1>",Venant,Dell,240 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/55cb220eaf9235afdbc13bddfd75ae86/-/horizon-files-prod/ed/picture/qngpndqm/b15eaaff42965370521378ea7de47152258390dc.jpg
1344,"<h1 class=""listing-item__header"">
    HP Elitebook 840 G8 cor i7 de 11th génération
</h1>",Neuf,HP,480 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e44e47f768f6fb364dbc3ba7d0eee356/-/horizon-files-prod/ed/picture/qrz86nvm/ac056b5297c5221adb0fb695ec4071755f1ef9e6.jpg
1345,"<h1 class=""listing-item__header"">
    Hp EliteBook 1030x360 Corei7!512ssd Ram16
</h1>",Neuf,HP,250 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/baa2d31d25eb1d7b5608a9e77be0eada/-/horizon-files-prod/ed/picture/qgqwkzk4/b2ea38e5e08c0902410898adce593abbe3082eb8.jpg
1346,"<h1 class=""listing-item__header"">
    Msi Gamer Corei7 Ram32 1To Rtx 8giga dédié
</h1>",Neuf,MSI,500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7bf2ee092810fde74ff356f7c5a4e68/-/horizon-files-prod/ed/picture/q0g7x50e/791b7cf109ba164940f8cf1340e6a28977e7f804.jpg
1347,"<h1 class=""listing-item__header"">
    Lenovo t480s i5 8th ram 8
</h1>",Venant,Lenovo,165 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2075389958ae513b182631b752733260/-/horizon-files-prod/ed/picture/q44875x2/317e33118cabf34af8c724a942bbea30607f6b39.jpg
1348,"<h1 class=""listing-item__header"">
    Promo☄️Hp EliteBook 840 Corei5
</h1>",Neuf,HP,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/757f000cccad395165887a23f193ef3c/-/horizon-files-prod/ed/picture/qrz8k54m/82fd7d464562ff1906d79eb7e6ec96dbe40b0b36.jpg
1349,"<h1 class=""listing-item__header"">
    Mac Book Air M3 ssd 512 Gb Ram 16 Gb
</h1>",Neuf,Apple,650 000 ,Cambérène,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69360cbb63221d9ed61fa4f45b5b8db3/-/horizon-files-prod/ed/picture/qkr8drw2/111590b0f0df34c137dc377707bd9fc4e16be659.jpg
1350,"<h1 class=""listing-item__header"">
    LENOVO LEGION GO 1 TERA SSD
</h1>",Venant,Lenovo,500 000 ,Amitié,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23fd34c83170af3008d9b4d6ab26bcb8/-/horizon-files-prod/ed/picture/qwep9w5g/37914e3be0e74bd0f3ba9d1da7d4bd790c2d3601.jpg
1351,"<h1 class=""listing-item__header"">
    HP 840 G3
</h1>",Neuf,HP,190 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/747ed5719d8dc4c912ddf26b3b582006/-/horizon-files-prod/ed/picture/q0g7xdxw/d40ab0c9b639241b0f543685ea8b0314cbb6850b.jpg
1352,"<h1 class=""listing-item__header"">
    Lenovo Thinkpad L14 I7 13e gen 512Go RAM 64 &amp; Hp Probook
</h1>",Neuf,Lenovo,650 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f9f1da8a7a619406f0a40da50118483e/-/horizon-files-prod/ed/picture/qde7zn82/63acd5245bf0d610aadc78ee4ba5b855c2e1b20a.jpg
1353,"<h1 class=""listing-item__header"">
    𝗠𝗔𝗖𝗕𝗢𝗢𝗞 𝗣𝗥𝗢 𝗥𝗘𝗧𝗜𝗡𝗔 𝟮𝟬𝟭𝟯 | 𝗶𝟳 | 𝟭𝟱''
</h1>",Venant,Apple,200 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ded3d3c562c96b38aa1fb19902962b9/-/horizon-files-prod/ed/picture/qzvpvg9v/30a68d0fa71b793a3a8d6d5104b17fc04d32e7ce.jpg
1354,"<h1 class=""listing-item__header"">
    𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 𝗗𝗘 𝗕𝗨𝗥𝗘𝗔𝗨 𝗛𝗣 𝗣𝗥𝗢𝗗𝗘𝗦𝗞 𝟰𝟬𝟬 𝗚𝟰 | 𝗜𝟱
</h1>",Venant,HP,125 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7939b7d9b602cf8d435bf4f0470fdf78/-/horizon-files-prod/ed/picture/q56dpdp7/a9f69af9c5917c893cbd57793adab9aad736b1fa.jpg
1355,"<h1 class=""listing-item__header"">
    DELL LATITUDE E7470 | I5
</h1>",Venant,Dell,115 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1566285bf13c48a11d60ebe2df44cac/-/horizon-files-prod/ed/picture/qvndz8m/21f4adf4d70f0b1b294431b9db8a64135fdd17d4.jpg
1356,"<h1 class=""listing-item__header"">
    Dell 3561 /512G/16Go
</h1>",Neuf,Dell,400 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e830d64c67ef842fd7d3a792afee5c19/-/horizon-files-prod/ed/picture/q6xd25e4/3f67229ed5068dfc2899ee1f0fd02a1eba113dc5.jpg
1357,"<h1 class=""listing-item__header"">
    Lonovo T14 /i5 /16G/512G
</h1>",Venant,Lenovo,400 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e1021b97c4c5426f648371433f4be00/-/horizon-files-prod/ed/picture/qgqwk8n9/1812a9cf2164eb06149f734d6f80de85b582f7c1.png
1358,"<h1 class=""listing-item__header"">
    Lenovo T480s i5 neuf
</h1>",Neuf,Lenovo,160 000 ,Amitié,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e862d1d91b0b1ed46484c46df91c16b4/-/horizon-files-prod/ed/picture/qwep8g6j/ab5cdcccda66e10be0a5f33df61049b1aa1dd9d9.jpg
1359,"<h1 class=""listing-item__header"">
    Ordinateur portable fujitsu stylistic q736 core i5
</h1>",Venant,Fujitsu,99 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9f19887a5e019263204e9b664d39597/-/horizon-files-prod/ed/picture/qwep9ww6/6ebdfe4ec75cb821b53e92ebfd0e642d64ba7d85.png
1360,"<h1 class=""listing-item__header"">
    Lenovo X1 carbon core i7
</h1>",Venant,Lenovo,315 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ccdb24a6f16341b13a4ff8b4fb18b38/-/horizon-files-prod/ed/picture/qj4qdzrd/b4f63c5009c76a43c8c9c7c8febdc5fd3bec6abb.jpg
1361,"<h1 class=""listing-item__header"">
    MacBook Pro Touchbar Corei7 Ram16
</h1>",Neuf,Apple,400 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3b1ef446a9385bf6da220b67e4d498b/-/horizon-files-prod/ed/picture/q6xd25xv/48f8797ba0b015c6c3f66bb1e3c45b50a6cff538.jpg
1362,"<h1 class=""listing-item__header"">
    MacBook Pro Touchbar 2019 I7/512/16 16Pouces
</h1>",Neuf,Apple,495 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/668691f9470d2b084cf05bf8e4379270/-/horizon-files-prod/ed/picture/q8v42g07/f5abc750d49ca81ddba86eb902e3106446fbe03d.jpg
1363,"<h1 class=""listing-item__header"">
    IMAC 24 POUCES M1 NEUF
</h1>",Neuf,Apple,750 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd5e2d589f7cb56f50a356d31ebaec54/-/horizon-files-prod/ed/picture/q6xd6np8/2774c2084cfe93a02f0e717dd23aa67f2a2eedd3.jpg
1364,"<h1 class=""listing-item__header"">
    MacBook Air M3 2024 midnight scellé
</h1>",Neuf,Apple,700 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5b5291cd643129cd1c814d8c1584724/-/horizon-files-prod/ed/picture/q78wd0ng/c06a69f6e3c14c9f6684da029878b909a3332e0c.jpg
1365,"<h1 class=""listing-item__header"">
    ECRAN  ORDINATEUR HP 27 FW 27 avec FULL  HDMI VGA
</h1>",Neuf,HP,155 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/626d75d1c22c4ec3349472218a667cd9/-/horizon-files-prod/ed/picture/qzvp86vv/5605124d21f70151d8e0c2fb539327c9d3d61da1.jpg
1366,"<h1 class=""listing-item__header"">
    Ordinateur HP Envy X360 Core I5-1335U 8Go/ 512 Ssd
</h1>",Neuf,HP,499 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8fb4c9e4de6b454c8e8f069e02fe3146/-/horizon-files-prod/ed/picture/q8v429e4/5353f51ee3f9ac7b420a1042334bd229c72b4f4e.jpg
1367,"<h1 class=""listing-item__header"">
    MACBOOK PRO 2019 16 POUCES i9
</h1>",Venant,Apple,475 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f03d81868f1de7566d8054eafaa050cb/-/horizon-files-prod/ed/picture/q8v42964/6b81ac44f33595a9955320e672237f572fd78200.jpg
1368,"<h1 class=""listing-item__header"">
    MACBOOK PRO 2019
</h1>",Venant,Apple,350 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b342dc0545daa77793c7d7352a89764/-/horizon-files-prod/ed/picture/qj4qdxew/1ba4a0c32e07ff01f1616839458f1d1289386d0f.jpg
1369,"<h1 class=""listing-item__header"">
    LENOVO THINKPAD L13 GEN4 I5/16GO/512SSD
</h1>",Neuf,Lenovo,400 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2a34f0afb436b4fd1263c979c81b350/-/horizon-files-prod/ed/picture/q0g7k46m/fcc9924673539c88eb0bdbaf01ca1e42d98c4d0c.jpg
1370,"<h1 class=""listing-item__header"">
    Ensemble hp i7
</h1>",Venant,Autre,175 000 ,Keur Massar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/97f773249c11ca4ab560067a7d8af0de/-/horizon-files-prod/ed/picture/qxjpenvj/c93fac361a7cce0168303df6142ecae7d88202c2.jpg
1371,"<h1 class=""listing-item__header"">
    ORDINATEUR DE BUREAU HP ELITEDESK 800 G1| i3
</h1>",Venant,HP,65 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f13c5e5e7535546ac99c86b25e5c0ce/-/horizon-files-prod/ed/picture/qq477v6w/ee92c75976b832dec18aa284b21ffdf6ea31a173.jpg
1372,"<h1 class=""listing-item__header"">
    Hp 840 g3 i5 6th Ssd 256gb ram8gb neuf
</h1>",Neuf,HP,140 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9cdd86f1e3e5a502a0b464e8d0c746e/-/horizon-files-prod/ed/picture/qzvpqz7n/6422ade548cd1966f318aaa873206a35692a1db2.jpg
1373,"<h1 class=""listing-item__header"">
    Dell latitude 5420 cor i7 de 11th gen
</h1>",Neuf,Dell,450 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/222b81bd88e653ab4ae966b072a3618a/-/horizon-files-prod/ed/picture/qj4qd5ee/3f1398f7c9cecfc768995969ac3f632293263b30.jpg
1374,"<h1 class=""listing-item__header"">
    MacBook pro m1 pro 2021 14pouces
</h1>",Neuf,Apple,750 000 ,Derkle,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cdcdd76f6746670218eac7e502306bc/-/horizon-files-prod/ed/picture/q2j0286e/e2e102a9fa37e6e48c21e101da99bae295d39b64.jpg
1375,"<h1 class=""listing-item__header"">
    MSI Cyborg 15 A13VE
</h1>",Venant,MSI,575 000 ,Amitié,https://i.roamcdn.net/hz/ed/listing-thumb-543w/772e90d49077de5ead160281522fa983/-/horizon-files-prod/ed/picture/q44n2r2e/bf6b9173d8a8865a7331cdf5dca9de57c02a93e1.jpg
1376,"<h1 class=""listing-item__header"">
    Ordinateur HP Envy X360 14-ES0013DX Core I5-1335U
</h1>",Neuf,HP,500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef02b7d140253fb1f69c0ffb2be66b90/-/horizon-files-prod/ed/picture/q0g79xje/3a56378d609a23ea7bfb7f3cd0b49197d3be741b.jpg
1377,"<h1 class=""listing-item__header"">
    Ecran ordinateur HP  24 pouces  HDMI VGA
</h1>",Neuf,HP,125 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/65380669e49445ec2916da18100245e9/-/horizon-files-prod/ed/picture/q44nngvp/50955d1778dd121126dd1b58318e6c8c5e6bc379.jpg
1378,"<h1 class=""listing-item__header"">
    Ecran  (31.5″) HP 32f 1920 x 1080 Pixels
</h1>",Neuf,HP,235 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a89c1193cade66de3771286fe5fb31cd/-/horizon-files-prod/ed/picture/qq47ekwv/b598731c2f5b4868060eccd56efb2f6e0494929f.png
